         65111546 function calls (54041722 primitive calls) in 109.898 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _dtypes.py:122(uint32)
        1    0.000    0.000    0.000    0.000 _dtypes.py:128(uint64)
        1    0.000    0.000    0.000    0.000 _dtypes.py:137(float16)
        1    0.000    0.000    0.000    0.000 _dtypes.py:143(float32)
        1    0.000    0.000    0.000    0.000 _dtypes.py:149(float64)
        1    0.000    0.000    0.000    0.000 _dtypes.py:155(complex64)
        1    0.000    0.000    0.000    0.000 _dtypes.py:16(generic)
        1    0.000    0.000    0.000    0.000 _dtypes.py:161(complex128)
        1    0.000    0.000    0.000    0.000 _dtypes.py:167(bool_)
        1    0.000    0.000    0.000    0.000 _dtypes.py:211(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _dtypes.py:212(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _dtypes.py:213(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _dtypes.py:274(DType)
        1    0.000    0.000    0.000    0.000 _dtypes.py:39(number)
        1    0.000    0.000    0.000    0.000 _dtypes.py:43(integer)
        1    0.000    0.000    0.000    0.000 _dtypes.py:47(inexact)
        1    0.000    0.000    0.000    0.000 _dtypes.py:51(signedinteger)
        1    0.000    0.000    0.000    0.000 _dtypes.py:55(unsignedinteger)
        1    0.000    0.000    0.000    0.000 _dtypes.py:59(floating)
        1    0.000    0.000    0.000    0.000 _dtypes.py:63(complexfloating)
        1    0.000    0.000    0.000    0.000 _dtypes.py:83(int8)
        1    0.000    0.000    0.000    0.000 _dtypes.py:89(int16)
        1    0.000    0.000    0.000    0.000 _dtypes.py:95(int32)
        1    0.000    0.000    0.000    0.000 _dtypes_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dynamic_shapes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dynamism.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dynamo_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _edge.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _edge.py:12(Edge)
        1    0.000    0.000    0.000    0.000 _edge_traversal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _edge_traversal.py:12(EdgeTraversal)
        1    0.000    0.000    0.000    0.000 _einsum_strategy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _einsum_strategy.py:15(EinsumDims)
        1    0.000    0.000    0.001    0.001 _embedding_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _embedding_ops.py:31(MaskBuffer)
        1    0.000    0.000    0.000    0.000 _embedding_ops.py:69(_MaskPartial)
       16    0.000    0.000    0.000    0.000 _environment.py:1(is_fbcode)
        1    0.000    0.000    0.000    0.000 _error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _error.py:6(Timeout)
        1    0.000    0.000    0.000    0.000 _exception.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exception.py:16(Exception)
        1    0.000    0.000    0.000    0.000 _exec_order_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exec_order_utils.py:15(_ExecOrderWarnStatus)
        1    0.000    0.000    0.000    0.000 _exec_order_utils.py:23(_ExecOrderData)
        1    0.000    0.000    0.000    0.000 _experimental_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _experimental_tma.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _exporter_legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exporter_legacy.py:233(ExportOptions)
        1    0.000    0.000    0.000    0.000 _exporter_legacy.py:284(ResolvedExportOptions)
        1    0.000    0.000    0.000    0.000 _exporter_legacy.py:455(ONNXRuntimeOptions)
        1    0.000    0.000    0.000    0.000 _exporter_legacy.py:491(FXGraphExtractor)
        1    0.000    0.000    0.000    0.000 _exporter_legacy.py:539(Exporter)
        1    0.000    0.000    0.000    0.000 _exporter_legacy.py:666(UnsatisfiedDependencyError)
        1    0.000    0.000    0.000    0.000 _exporter_legacy.py:67(ONNXFakeContext)
        1    0.000    0.000    0.000    0.000 _exporter_legacy.py:674(InvalidExportOptionsError)
        1    0.000    0.000    0.000    0.000 _exporter_legacy.py:83(OnnxRegistry)
        1    0.000    0.000    0.005    0.005 _external_properties.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _external_properties.py:25(ExternalProperties)
        1    0.000    0.000    0.000    0.000 _external_property_file_reference.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _external_property_file_reference.py:15(ExternalPropertyFileReference)
        1    0.000    0.000    0.001    0.001 _external_property_file_references.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _external_property_file_references.py:15(ExternalPropertyFileReferences)
        1    0.000    0.000    0.003    0.003 _filelock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _filelock.py:10(FileLock)
        1    0.000    0.000    0.000    0.000 _fix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fix.py:16(Fix)
        1    0.000    0.000    0.143    0.143 _flat_param.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _flat_param.py:104(HandleShardingStrategy)
        1    0.000    0.000    0.000    0.000 _flat_param.py:122(ParamInfo)
        1    0.000    0.000    0.000    0.000 _flat_param.py:130(SharedParamInfo)
        1    0.000    0.000    0.000    0.000 _flat_param.py:148(_ShardParamInfo)
        1    0.000    0.000    0.000    0.000 _flat_param.py:164(FlatParamShardMetadata)
        1    0.000    0.000    0.000    0.000 _flat_param.py:192(_FlatParameterMeta)
        1    0.000    0.000    0.000    0.000 _flat_param.py:202(FlatParameter)
        1    0.000    0.000    0.000    0.000 _flat_param.py:455(FlatParamHandle)
     5210    0.007    0.000    0.015    0.000 _foreach_utils.py:12(_get_fused_kernels_supported_devices)
     5210    0.004    0.000    0.005    0.000 _foreach_utils.py:8(_get_foreach_kernels_supported_devices)
        1    0.000    0.000    0.001    0.001 _fsdp_api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fsdp_api.py:50(OffloadPolicy)
        1    0.000    0.000    0.000    0.000 _fsdp_api.py:58(CPUOffloadPolicy)
        1    0.000    0.000    0.000    0.000 _fsdp_api.py:8(MixedPrecisionPolicy)
        1    0.000    0.000    0.003    0.003 _fsdp_collectives.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fsdp_collectives.py:19(AllGatherResult)
        1    0.000    0.000    0.002    0.002 _fsdp_common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fsdp_common.py:46(DataParallelMeshInfo)
        1    0.000    0.000    0.000    0.000 _fsdp_common.py:59(FSDPMeshInfo)
        1    0.000    0.000    0.000    0.000 _fsdp_common.py:70(DDPMeshInfo)
        1    0.000    0.000    0.000    0.000 _fsdp_common.py:81(HSDPMeshInfo)
        1    0.000    0.000    0.000    0.000 _fsdp_common.py:88(TrainingState)
        1    0.000    0.000    0.136    0.136 _fsdp_extensions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fsdp_extensions.py:16(FSDPExtensions)
        1    0.000    0.000    0.005    0.005 _fsdp_init.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _fsdp_param.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fsdp_param.py:147(ShardedState)
        1    0.000    0.000    0.000    0.000 _fsdp_param.py:165(ParamModuleInfo)
        1    0.000    0.000    0.000    0.000 _fsdp_param.py:181(ExtensionsData)
        1    0.000    0.000    0.000    0.000 _fsdp_param.py:193(FSDPParam)
        1    0.000    0.000    0.004    0.004 _fsdp_param_group.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fsdp_param_group.py:101(ReduceScatterState)
        1    0.000    0.000    0.000    0.000 _fsdp_param_group.py:106(AllReduceState)
        1    0.000    0.000    0.000    0.000 _fsdp_param_group.py:111(FSDPParamGroup)
        1    0.000    0.000    0.000    0.000 _fsdp_param_group.py:49(FSDPCommContext)
        1    0.000    0.000    0.000    0.000 _fsdp_param_group.py:722(RegisterPostBackwardFunction)
        1    0.000    0.000    0.000    0.000 _fsdp_param_group.py:96(AllGatherState)
        1    0.000    0.000    0.005    0.005 _fsdp_state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fsdp_state.py:39(FSDPStateContext)
        2    0.000    0.000    0.000    0.000 _fsdp_state.py:58(disable_if_config_true)
        1    0.000    0.000    0.000    0.000 _fsdp_state.py:69(FSDPState)
        1    0.000    0.000    0.008    0.008 _fully_shard.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fully_shard.py:251(FSDPModule)
        1    0.000    0.000    0.000    0.000 _fully_shard.py:525(UnshardHandle)
        1    0.000    0.000    0.000    0.000 _fully_shard.py:538(_UnshardHandleImpl)
        1    0.000    0.000    0.002    0.002 _funcs.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _funcs.py:21(_public_functions)
      201    0.000    0.000    0.000    0.000 _funcs.py:22(is_public_function)
        1    0.000    0.000    0.000    0.000 _funcs.py:54(IndexExpression)
        2    0.000    0.000    0.000    0.000 _funcs.py:62(__init__)
        1    0.000    0.000    0.000    0.000 _funcs_impl.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _functional_collectives.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _functional_collectives.py:567(AsyncCollectiveTensor)
        1    0.000    0.000    0.000    0.000 _functional_collectives.py:796(_FromTorchTensor)
        1    0.000    0.000    0.000    0.000 _functional_collectives_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _functools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _functools.py:14(cache_method)
        1    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
      126    0.000    0.000    0.001    0.000 _functools.py:89(pass_none)
      126    0.000    0.000    0.000    0.000 _functools.py:99(wrapper)
        1    0.000    0.000    0.000    0.000 _getlimits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:17(_InternalGlobals)
        1    0.000    0.000    0.000    0.000 _globals.py:24(__init__)
        1    0.000    0.000    0.001    0.001 _graph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _graph.py:17(Graph)
        1    0.000    0.000    0.000    0.000 _graph_traversal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _graph_traversal.py:16(GraphTraversal)
        1    0.000    0.000    0.000    0.000 _helper.py:1(<module>)
        1    0.000    0.000    0.037    0.037 _infra.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _infra.py:140(Location)
        1    0.000    0.000    0.000    0.000 _infra.py:168(StackFrame)
        1    0.000    0.000    0.000    0.000 _infra.py:177(Stack)
        1    0.000    0.000    0.000    0.000 _infra.py:18(Level)
        1    0.000    0.000    0.000    0.000 _infra.py:194(ThreadFlowLocation)
        1    0.000    0.000    0.000    0.000 _infra.py:212(Graph)
        1    0.000    0.000    0.000    0.000 _infra.py:232(RuleCollection)
        1    0.000    0.000    0.000    0.000 _infra.py:236(__post_init__)
        1    0.000    0.000    0.000    0.000 _infra.py:238(<setcomp>)
        1    0.000    0.000    0.000    0.000 _infra.py:268(Invocation)
        1    0.000    0.000    0.000    0.000 _infra.py:275(DiagnosticOptions)
        1    0.000    0.000    0.000    0.000 _infra.py:50(Tag)
        1    0.000    0.000    0.000    0.000 _infra.py:54(PatchedPropertyBag)
        1    0.000    0.000    0.000    0.000 _infra.py:69(Rule)
       13    0.000    0.000    0.000    0.000 _infra.py:79(from_sarif)
        1    0.000    0.000    0.003    0.003 _init_utils.py:1(<module>)
       32    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
       32    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
       32    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
       32    0.000    0.000    0.000    0.000 _inspect.py:65(getargs)
       32    0.000    0.000    0.000    0.000 _inspect.py:96(getargspec)
       31    0.000    0.000    0.000    0.000 _internal.py:124(register_artifact_log)
       31    0.000    0.000    0.000    0.000 _internal.py:140(is_off_by_default)
       31    0.000    0.000    0.000    0.000 _internal.py:155(is_artifact_enabled)
       31    0.000    0.000    0.000    0.000 _internal.py:580(getArtifactLogger)
       31    0.000    0.000    0.000    0.000 _internal.py:603(configure_artifact_log)
        1    0.000    0.000    0.000    0.000 _internals.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _invocation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _invocation.py:17(Invocation)
        1    0.000    0.000    0.000    0.000 _ir_passes.py:1(<module>)
      128    0.000    0.000    0.002    0.000 _itertools.py:4(unique_everseen)
   130908    0.014    0.000    0.014    0.000 _jit_internal.py:101(is_scripting)
        2    0.000    0.000    0.000    0.000 _jit_internal.py:668(export)
        1    0.000    0.000    0.000    0.000 _lazy_import.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _lazy_import.py:12(__init__)
        1    0.000    0.000    0.000    0.000 _lazy_import.py:9(_LazyModule)
        1    0.000    0.000    0.000    0.000 _limiter_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _limiter_utils.py:7(_FreeEventQueue)
        1    0.000    0.000    0.002    0.002 _location.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _location.py:19(Location)
        1    0.000    0.000    0.000    0.000 _location_relationship.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _location_relationship.py:12(LocationRelationship)
        1    0.000    0.000    0.000    0.000 _logical_location.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _logical_location.py:12(LogicalLocation)
        1    0.000    0.000    0.002    0.002 _math_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _math_ops.py:41(Reduction)
        1    0.000    0.000    0.000    0.000 _math_ops.py:47(NormReduction)
        1    0.000    0.000    0.000    0.000 _math_ops.py:55(_NormPartial)
        1    0.000    0.000    0.001    0.001 _matrix_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _message.py:12(Message)
        1    0.000    0.000    0.000    0.000 _multiformat_message_string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multiformat_message_string.py:12(MultiformatMessageString)
        1    0.000    0.000    0.001    0.001 _ndarray.py:1(<module>)
